artist,genre
Usher Featuring will.i.am,atl hip hop
Mac Miller,rap
Hannibal Buress,comedy
Pray TV,australian alternative rock
Charlie Puth Featuring Meghan Trainor,pop
RetroElectric Big Band,electro swing
Cashmere Cat,pop
Kanye West Jay Z,rap
Gavin Luke,compositional ambient
Bizzle,christian hip hop
Erykah Badu,afrofuturism
"Kristen Bell, Agatha Lee Monn & Katie Lopez",disney
Sister Rosetta Tharpe,blues
Deep Watch,background music
Kendrick Lamar Featuring Rihanna,conscious hip hop
"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",pop
Krut,ukrainian indie
Auli'i Cravalho,disney
Maren Morris Featuring Vince Gill,country
Joyner Lucas & Chris Brown,boston hip hop
Adrian Von Ziegler,dungeon synth
Gershon Jackson,chicago house
Manilla Road,metal
John Newman,
Justin Bieber Featuring Jaden Smith,pop
Calvin Harris Featuring Future & Khalid,pop
Hailee Steinfeld,pop
Drake Featuring The Throne,canadian hip hop
LMFAO Featuring Lauren Bennett & GoonRock,dance pop
Heyoka,downtempo bass
Jeff Rosenstock,emo
Iyaz,dance pop
Kendrick Lamar Featuring Zacari,conscious hip hop
Chris Cagle,country
Jon Bellion,pop rap
Gucci Mane Featuring Plies Or OJ Da Juiceman,rap
Deep Dive Corp.,electro jazz
Noah Cyrus Featuring Labrinth,pop
Living Death,german metal
Lambert,compositional ambient
Tiesto Featuring Matthew Koma,pop
J Balvin,reggaeton
Antologie,background music
Brantley Gilbert + Lindsay Ell,country
Völund Smed,danspunk
Josh Turner,country
Solange,pop
Kodak Black,rap
Statik Selektah,alternative hip hop
Galantis,pop
Ciara Featuring Nicki Minaj,pop
The Revivalists,rock
The Weeknd Featuring Future,canadian contemporary r&b
Far*East Movement Featuring Cataracs & Dev,asian american hip hop
YG Featuring Drake & Kamaiyah,rap
Exmortem,danish death metal
Calibre 50,musica mexicana
Juice WRLD & YoungBoy Never Broke Again,chicago rap
Yo Gotti Featuring Nicki Minaj,rap
Pharrell Williams,pop
Terry Riley,american contemporary classical
My Darkest Days,alternative metal
Doja Cat & Tyga,pop
The Swing Bot,electro swing
Danger Liker,canadian post-hardcore
Super Furry Animals,alternative rock
Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,hip hop
Spencer Day,contemporary vocal jazz
Matisyahu,reggae fusion
Orion's Reign,greek metal
Hannah Huston,deep talent show
Knight Riderz,glitch hop
Fantasia,r&b
Chris Jamison,deep talent show
Yolanda Be Cool,australian dance
Billy Kenny,bass house
Bobby Bazini,canadian pop
Tinie Tempah Featuring Wiz Khalifa,dance pop
"Pitbull Featuring Ne-Yo, Afrojack & Nayer",pop
Mastic Scum,austrian metal
Tiwa Savage,afro dancehall
Zedd Featuring Jon Bellion,pop
Bebo Best,electro swing
Macklemore & Ryan Lewis Featuring Mary Lambert,pop
"Kanye West, Big Sean, Pusha T, 2 Chainz",rap
YFN Lucci Featuring PnB Rock,arkansas hip hop
Kenny Chesney Featuring Grace Potter,country
Arcanjo Ras,brazilian reggae
Leonardo Da Vinyl,experimental dubstep
Christina Aguilera & Beverly McClellan,pop
Jess Glynne,pop
Thompson Square,country
J Balvin & Willy William Featuring Beyonce,reggaeton
Smile Empty Soul,alternative metal
Keith Urban,country
Olly Murs Featuring Chiddy Bang,pop
Black Tiger Sex Machine,brostep
Kiesza,electropop
Idina Menzel & Evan Rachel Wood,hollywood
The Lonely Island Featuring Akon,comedy rap
This Century,alternative pop rock
Travie McCoy Featuring Bruno Mars,dance pop
Joshua Hyslop,acoustic pop
FaltyDL,future garage
Twin Peaks,chicago indie
Nmesh,dreampunk
Nickelback,alternative metal
Shakira Featuring Lil Wayne,pop
Tori Kelly,pop
Spoon,rock
Vader,metal
Jeremy Camp,ccm
WE the Kings Featuring Demi Lovato,neon pop punk
LANCO,contemporary country
"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",hollywood
Tanya Gordon,ballet class
Kink,bulgarian electronic
Little Big Town,country
Joe Arroyo,salsa
Brett Young,country
Khalid,pop
"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",reggaeton
YNW Melly,melodic rap
Masala Roo,atmosphere
David Torn,dark jazz
Feelds,australian alternative pop
Kodak Black Featuring XXXTENTACION,rap
Julien Baker,ambient folk
Grupo Ensamble,cumbia sonidera
B.o.B Featuring Hayley Williams,pop
Lewis Capaldi,pop
iwrestledabearonce,alabama metal
John Fahey,folk
Rob De Nijs,dutch pop
The Friday Night Boys,alternative pop rock
Thomas Rhett Featuring Maren Morris,country
Fetty Wap Featuring Remy Boyz,rap
"Jay-Z, Rihanna & Kanye West",east coast hip hop
Miss K8,dark hardcore
Nokae,kawaii future bass
Rebecca Black,pop
"Shaggy Featuring Mohombi, Faydee, Costi",pop rap
Kizz Daniel,afropop
Sam Smith Featuring Logic,pop
Drake Featuring T.I. & Swizz Beatz,canadian hip hop
Moon Laika,background music
Vital Remains,black metal
Duck Sauce,disco house
Metro Boomin Featuring Offset & Drake,hip hop
T.I. Featuring Iggy Azalea,rap
Kastle,future garage
Trevor Daniel,alternative r&b
Travie McCoy Featuring Jason Mraz,dance pop
PIKOTARO,
Aphyxion,danish death metal
Cæcilie Norby,contemporary vocal jazz
MC Koringa,funk carioca
Kumbhaka,atmosphere
Ariana Grande Featuring Future,pop
"Artists Of Then, Now & Forever",
"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",rap
Robin Thicke Featuring T.I. + Pharrell,contemporary r&b
Igorrr,avant-garde metal
DaVido,afropop
The Soundcarriers,chamber psych
K'Naan,reggae fusion
Hoodie Allen Featuring Ed Sheeran,indie pop rap
Big Sean Featuring Kanye West & Roscoe Dash,detroit hip hop
Polo & Pan,dark disco
Arnold Schoenberg,classical
Hatti Vatti,polish ambient
Yo Yo Honey Singh,desi pop
Nelly Featuring Jeremih,rap
In Her Own Words,alternative emo
The New Mastersounds,funk
The Velvet Underground,rock
Marshall Law,birmingham metal
Reyer,christelijk
Toothgrinder,american metalcore
Tensei,abstract beats
Roddy Ricch Featuring Meek Mill,rap
Romeo Santos Featuring Drake,bachata
Matt Carlson,ukulele
Pearl Jam,grunge
Lucy In Disguise,chillsynth
G-Eazy & Kehlani,pop
Krewella,dance pop
Vishal Dadlani,desi pop
Doomshine,doom metal
Pardison Fontaine Featuring Cardi B,rap
Hawk Nelson,canadian ccm
Bebe Rexha & Florida Georgia Line,pop
Nipsey Hussle Featuring Belly & DOM KENNEDY,conscious hip hop
Los Llayras,cumbia
T-Pain Featuring B.o.B,pop
Wolfgang Lohr,electro swing
Machine Gun Kelly,ohio hip hop
Tim McGraw With Taylor Swift,country
Cali Swag District,pop rap
Lil Wayne & Charlie Puth,rap
Diddy - Dirty Money Featuring Drake,hip pop
Jett Rebel,dutch indie
MxPx,punk
Job For A Cowboy,deathcore
Michael Ray,country
Matty B,australian comedy
The Ronettes,adult standards
Toro y Moi,alternative dance
Jimmie Davis,country gospel
Chedda Da Connect,trap
J. Cole Featuring Trey Songz,conscious hip hop
Grouplove,rock
Lil Wayne Featuring Drake,rap
Gucci Mane Featuring Migos,rap
Post Malone Featuring Justin Bieber,rap
Galimatias,alternative r&b
The Third Bardo,classic garage rock
Redimi2,latin christian
ASMR Glow,asmr
Lil Wayne Featuring XXXTENTACION,rap
Sun Glitters,chillwave
Yonder Mountain String Band,bluegrass
Audio Lotion,electro jazz
Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,rap
Toby Keith,country
Imagine Dragons,rock
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,rap
MadeinTYO,atl hip hop
DJ Snake & Lil Jon,pop
T-Pain Featuring Lil Wayne,pop
Disclosure Featuring Sam Smith,edm
Erra,metalcore
Hadouken!,dance-punk
"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",rap
PARTYNEXTDOOR Featuring Drake,rap
Tinashe Featuring ScHoolboy Q,pop
Hunter Hayes,country
Machinedrum,footwork
Yohuna,bedroom pop
Lea Michele,hollywood
Brett Eldredge,country
Bebe Rexha,pop
"Zedd, Maren Morris & Grey",pop
"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",pop
Theory Of A Deadman,alternative metal
Darkbuster,oi
Chris Stapleton,contemporary country
Gang Of Four,alternative rock
This Wild Life,anthem emo
"21 Savage, Offset & Metro Boomin Featuring Travis Scott",atl hip hop
Crass,punk
Quavo,atl hip hop
Nils Frahm,compositional ambient
Aidan Knight,canadian indie
Conflict,punk
Massive Attack,big beat
Buku,bass trap
Shadows Fall,alternative metal
Candlemass,metal
Solitude Aeturnus,doom metal
Chance The Rapper,rap
No Doubt,alternative rock
Drake Featuring Michael Jackson,canadian hip hop
Lil Peep & iLoveMakonnen Featuring Fall Out Boy,emo rap
Karol G & Nicki Minaj,reggaeton
Lauv & Troye Sivan,pop
Bleed From Within,metalcore
Mighty Sparrow,calypso
Lana Del Rey Featuring The Weeknd,pop
Jonn Hart Featuring IamSU!,pop r&b
Funktimizer,future funk
Ellie Goulding & Juice WRLD,pop
A Thousand Horses,contemporary country
Thomas Bergersen,epicore
Elm Street,australian metal
Christina Perri,pop
"Cardi B, Bad Bunny & J Balvin",pop
Vishal-Shekhar,desi pop
The Knocks,alternative dance
Pusha T,hip hop
Chromatics,alternative dance
Regentum,background music
Future Islands,alternative dance
Zedd,pop
Subtracters,asmr
Michel Mondrain,atmosphere
YNW Melly & 9lokknine,melodic rap
Fred V & Grafix,dancefloor dnb
Royal Republic,german rock
Armaan Malik,desi pop
Andrew Bird,art pop
Jack Wins,house
Vermillion Lies,dark cabaret
Lil Yachty Featuring NBA YoungBoy,atl hip hop
Wiz Khalifa Featuring Swae Lee,rap
Martin Garrix Featuring Khalid,pop
Mary Lou Williams,jazz piano
Sean Paul Featuring Alexis Jordan,pop
Omarion Featuring Chris Brown & Jhene Aiko,dance pop
Pitbull Featuring T-Pain & Sean Paul,pop
Chris Brown Featuring Kevin K-MAC McCall,pop
G-Eazy,pop
YC Featuring Future,atl hip hop
Young M.A,rap
Hyper,big beat
Timbaland Featuring Drake,pop
Roberta Gambarini,contemporary vocal jazz
Fight The Fury,christian hard rock
Yolanda Be Cool & Dcup,
Gregg Kowalsky,drone
Imran Khan,desi hip hop
Backstreet Boys,boy band
6ix9ine Featuring DJ SPINKING,rap
Sybreed,cyber metal
STARSET,future rock
Vanessa Paradis,chanson
Kanye West Featuring Paul McCartney,rap
Blanco Brown,black americana
Black Metal Raccoons,finnish electro
George Brigman,bass trip
Big Sean Featuring E-40,detroit hip hop
The Young Novelists,canadian folk
Volbeat,alternative metal
Normani,pop
Shawn Mendes Featuring Khalid,pop
Florida Georgia Line,country
Cherrelle,contemporary r&b
Glee Cast Featuring Ricky Martin,glee club
Hillsong UNITED,ccm
Fireforce,belgian metal
Pitbull Featuring Enrique Iglesias,pop
Wale Featuring Usher,rap
Geneva Jacuzzi,grave wave
Dylan Scott,country
Ace Hood Featuring Chris Brown,rap
Ultimatum,christian metal
Sugarland,country
Scott Hamilton,jazz saxophone
Tape Five,swing
Cobra Starship Featuring Sabi,dance pop
Martin Solveig & Dragonette,house
Ava Max,pop
DJ Khaled Featuring Beyonce & JAY Z,pop
Billie Eilish & Khalid,pop
Kanye West Featuring T.I.,rap
Josh Lee Hamilton,australian indie folk
D-A-D,danish alternative rock
"DJ Drama Featuring Chris Brown, Skeme & Lyquin",rap
Big Sean Featuring Chris Brown & Ty Dolla $ign,detroit hip hop
Stonebwoy,dancehall
Young Jeezy Featuring Ne-Yo,atl hip hop
LX Sweat,vaporwave
"Khalid, Ty Dolla $ign & 6LACK",pop
Migos Featuring 21 Savage,atl hip hop
Sam Tinnesz,alt z
6ix9ine Featuring Anuel AA,rap
The Worship Initiative,anthem worship
Eminem Featuring Dr. Dre,detroit hip hop
Keith Urban Featuring Carrie Underwood,country
Tim McGraw,country
Maroon 5 Featuring Kendrick Lamar,pop
Guru Randhawa,desi hip hop
J. Cole Featuring Amber Coffman & The Cults,conscious hip hop
Juice WRLD Featuring Lil Uzi Vert,chicago rap
Kanye West,rap
Fetty Wap Featuring Monty,rap
YNW Melly Featuring Kanye West,melodic rap
Rej3ctz,pop rap
Four Year Strong,emo
Blueface,cali rap
Big Sean Featuring Drake,detroit hip hop
Bilal Saeed,desi hip hop
Lil Uzi Vert Featuring Nicki Minaj,rap
Metá Metá,brazilian indie
Outasight,
Lil Dicky,rap
Jens Buchert,chill lounge
The Fray,neo mellow
Marionette,gothenburg metal
Calboy,chicago rap
Anuel AA & Karol G,reggaeton
Beheaded,brutal death metal
Keala Settle & The Greatest Showman Ensemble,broadway
Bonobo,downtempo
Nalin & Kane,bubble trance
Cass McCombs,alternative country
Wale,rap
Pijn,british post-rock
Halsey,pop
Tetra Hydro K,dub reggae
Ciara,pop
Kelly Rowland,pop
Echoing Angels,ccm
Bushman'S Revenge,norwegian contemporary jazz
Midland,neo-traditional country
AJR,modern rock
Lady Gaga Featuring Beyonce,pop
The Merrymen,calypso
Jacky Terrasson,jazz
Young Jeezy Featuring 2 Chainz,atl hip hop
Sam Smith,pop
Samini,afro dancehall
Summer Walker,pop
Boston Manor,alternative emo
Noctiferia,charred death
Lady Antebellum,country
The Duhks,banjo
Poison Idea,punk
Ali Gatie,canadian hip hop
Ronny Jordan,smooth jazz
Kehlani,pop
G-Eazy Featuring Chris Brown & Tory Lanez,pop
Young Dro,rap
Mason Jennings,indie folk
SHAED,electropop
Metal Command,chilean metal
Janet Featuring J. Cole,dance pop
Harold Budd,ambient
Hovvdy,austindie
Ty Dolla $ign Featuring B.o.B,hip hop
Showoff,chicago punk
Cher Lloyd,pop
Usher Featuring Jay-Z,atl hip hop
Colin Matthews,british contemporary classical
Sade,british soul
Calvin Harris,pop
Rihanna Featuring Drake,pop
Meek Mill,rap
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,latin
OVERWERK,canadian electronic
Timbaland Featuring Justin Timberlake,pop
Taiki Nulight,bass house
Kid Ink Featuring Chris Brown,dance pop
Vance Joy,folk-pop
Panda Dub,electro dub
Keith Urban And Miranda Lambert,country
Pöbel MC,antideutsche
Craig Wayne Boyd,deep talent show
Dwayne Johnson,
Kenny Chesney With Grace Potter,country
Plies Featuring Kodak Black,rap
Monica,r&b
Canaan Smith,country
M83.,french shoegaze
V V Brown,british soul
"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",pop
Maroon 5 Featuring Christina Aguilera,pop
TANUKI,future funk
Sykelig Englen,british black metal
Immolation,metal
Self Defense Family,dreamo
Nipsey Hussle Featuring YG,conscious hip hop
Lady Gaga & Bradley Cooper,pop
Mike Posner,pop
James Arthur,pop
Jeremih,pop
Beyonce Featuring Jack White,pop
Banda Los Recoditos,banda
Epic Score,epicore
Romeo Santos Featuring Usher,bachata
George Ezra,folk-pop
Prima Nocta,medieval folk
Furze,experimental black metal
Marian Hill,electropop
Subtronics,dubstep
"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",dance pop
Ayla,trance
George Frideric Handel,baroque
Flames,greek metal
King Diamond,metal
Binary One,background music
Shawn Mendes & Camila Cabello,pop
Die Türen,german indie
Lando Chill,experimental hip hop
Rich The Kid Featuring Kendrick Lamar,atl hip hop
R. Kelly,
Gwen Stefani,pop
Floating Lights,atmosphere
Hammerfall,metal
Brand of Sacrifice,deathcore
Ella Henderson,pop
Jodarok,finnish hip hop
DJ Muggs,rap
PVRIS,rock
Dustin Lynch,country
ScHoolboy Q,rap
Carly Pearce,country
Hella,experimental rock
Highlands Worship,worship
Yellow Claw,bass trap
Wolf and Willow,australian indie folk
Sleepy Fish,chillhop
Dj Spinna,broken beat
2 Chainz,atl hip hop
Lil Tjay,brooklyn drill
10 Years,alternative metal
Monkey Business,czech folk
Royal Blood,rock
Madonna Featuring Nicki Minaj,pop
Lasse Stefanz,dansband
Panda Bear,art pop
Justin Bieber Featuring Big Sean,pop
Kesha,pop
Dropkick Murphys,punk
Holy Communion Instrumental Duo,ambient worship
Only Sun,english indie rock
Fall Out Boy,rock
Roland Mercier,atmosphere
Woody Pitney,australian singer-songwriter
HNNY,deep house
Shlohmo,downtempo
Yuni Wa,future funk
Au5,edm
Jesse Taylor,australian indie folk
Melanie Fiona,canadian pop
The Ungrateful,gothenburg metal
j'san,chillhop
Train,pop
Tapps,italian disco
WALK THE MOON,rock
Stefano Patarnello,ambient dub techno
Snowy White,blues
Young Jeezy Featuring Plies,atl hip hop
Badklaat,dubstep
Justin Jay,deep disco house
George FitzGerald,electronica
Khoma,post-metal
Missy Elliott Featuring Pharrell Williams,pop
Edward Maya & Vika Jigulina,dance pop
Jordan Smith,idol
Deadstar,
Arbour,chillhop
Jadon Lavik,ccm
Pav Dharia,desi pop
French Montana Featuring Kodak Black,rap
Starley,aussietronica
Gold Motel,chicago indie
Britney Spears Featuring Nicki Minaj & Ke$ha,pop
Team Ghost,french shoegaze
Bad Meets Evil Featuring Bruno Mars,rap
Lil Wayne Featuring Eminem,rap
Green Day,permanent wave
Selena Gomez,pop
The Black Eyed Peas,pop
Robin Schulz Featuring Francesco Yates,pop
Diamond Platnumz,azontobeats
Rat Hammer,chicago indie
M83,french shoegaze
Pimps of Joytime,funk
Mark Ronson Featuring Miley Cyrus,pop
Meridian,danish metal
B.o.B Featuring T.I. & Juicy J,pop
Jonas Brothers,pop
The Killjoys,canadian indie
Travis Scott,hip hop
Frenchy and the Punk,dark cabaret
Dave Brubeck,jazz
What So Not,aussietronica
BLACKPINK,k-pop
Om Unit,bristol electronic
Tory Lanez & T-Pain,rap
Barbara Tucker,chicago house
Jimmie Allen,country
Shonlock,ccm
Lars Schneemann,frankfurt electronic
Matthew Schuler,deep talent show
August Alsina Featuring Trinidad James,pop r&b
Christina Aguilera With Blake Shelton,pop
The Idle Race,bubblegum pop
Pedro Capo X Farruko,latin
Ariana Grande & Victoria Monet,pop
Red Hot Chili Peppers,alternative rock
Clinic,art punk
Lil Baby & Gunna Featuring Drake,atl hip hop
Black Moth,gaian doom
Pony Pony Run Run,french indie pop
Juliet Simms,deep talent show
Tété,chanson
Battle Beast,finnish heavy metal
クラシックバレエ クラブ,ballet class
James Ruskin,minimal dub
Hot Chelle Rae,pop
In This Moment,alternative metal
White Denim,austin rock
Carousel Kings,anthem emo
Janet & Daddy Yankee,dance pop
Megan Thee Stallion Featuring DaBaby,pop
Ludacris,atl hip hop
Shawn Mendes,pop
French Montana Featuring Swae Lee,rap
Rajasinga,indonesian death metal
Dirty Honkers,electro swing
Post Malone & Swae Lee,rap
Creative Calm ASMR,asmr
Binary Finary,trance
The Interbeing,cyber metal
Avicii,pop
Felix Jaehn,pop
Breakestra,funk
DeJ Loaf,detroit hip hop
Duncan Fellows,austindie
"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",rap
Animals As Leaders,djent
XXXTENTACION Featuring PnB Rock & Trippie Redd,emo rap
Tristam,edm
Canton Jones,christian hip hop
Luke Combs & Brooks & Dunn,country
Rihanna Featuring Slash,pop
The Neptune Power Federation,australian psych
Unknown Mortal Orchestra,chillwave
Old 97's,alternative country
Ugly God,trap
Martin Solveig,house
L'Impératrice,french indie pop
Pitbull Featuring Jennifer Lopez & Claudia Leitte,pop
Armand Hammer,alternative hip hop
Zay Hilfigerrr & Zayion McCall,
Kyoto Jazz Massive,acid jazz
Terry McDermott,deep talent show
The Ocean,alternative metal
Ramin Djawadi,soundtrack
Borknagar,metal
M-Dot,boston hip hop
Wiz Khalifa Featuring Ty Dolla $ign,rap
Ahmad Jamal,jazz
Beyonce Featuring Kendrick Lamar,pop
Pauline Croze,chanson
MAGIC!,reggae fusion
Jacquees X Dej Loaf,pop
Snoop Dogg,rap
Enslaved,metal
McCoy Tyner,jazz
T-Pain Featuring Joey Galaxy,pop
Steve Roach,ambient
"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",rap
Kid Ink Featuring Usher & Tinashe,dance pop
Miranda Lambert Duet With Carrie Underwood,country
Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,pop
Zack Hemsey,epicore
"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",rap
Brandon Lay,contemporary country
Lil Baby & Drake,atl hip hop
Jordy Maxwell,australian indie folk
Jamie Berry,electro swing
DJ Snake Featuring Bipolar Sunshine,pop
Stephan Jacobs,glitch hop
Thergothon,doom metal
Hidden Citizens,epicore
Martin Garrix & Dua Lipa,pop
Kleinstadthelden,german indie rock
Go Radio,neon pop punk
Oak Pantheon,blackgaze
Something Corporate,emo
Bill Charlap Trio,jazz
A Traitor Like Judas,german metalcore
Juicy J Featuring Wale & Trey Songz,rap
twenty one pilots,rock
Todd Terry,house
Eminem Featuring Rihanna,detroit hip hop
Dierks Bentley Featuring Elle King,country
Novembers Doom,doom metal
Lupe Fiasco & Guy Sebastian,rap
Judah & the Lion,banjo
Synthetic Breed,cyber metal
North Point Worship,anthem worship
Drake Featuring Rick Ross,canadian hip hop
Big Sean Featuring Kanye West & John Legend,detroit hip hop
Lana Del Rey,pop
Indochine,chanson
Hermitude,australian dance
Lil Wayne Featuring Drake & Future,rap
Mumford & Sons,modern folk rock
Ludacris Featuring Usher & David Guetta,atl hip hop
Prince And The Revolution,funk
Family Force 5,christian alternative rock
City Girls,pop
DJ Khaled Featuring Rihanna & Bryson Tiller,pop
Kiss Daniel,afropop
Miracle Of Sound,comic
Zedd Featuring Hayley Williams,pop
Katy Perry Featuring Kanye West,pop
Masahiro Sugaya,fourth world
Hailee Steinfeld & Grey Featuring Zedd,pop
Lady Gaga Featuring R. Kelly,pop
Gavin DeGraw,pop
Liam Gallagher,britpop
Boys Noize,alternative dance
Pasty Clan,austrian metal
"Drake Featuring Kanye West, Lil Wayne & Eminem",canadian hip hop
Flipp Dinero,rap
Trap City,bass trap
Periphery,djent
Romeo Santos,bachata
Keith Urban Featuring Julia Michaels,country
Ninja Sex Party,comic
Lil Wayne Featuring Bruno Mars,rap
Maroon 5 Featuring Future,pop
Venom,metal
Shakey Graves,austin americana
Butterfly Trajectory,atmospheric sludge
Usher Featuring Pitbull,atl hip hop
Rich Gang Featuring Young Thug & Rich Homie Quan,rap
Michael Schulte,pop
James Newton Howard Featuring Jennifer Lawrence,soundtrack
Martin Garrix & Bebe Rexha,pop
Ray Guell,freestyle
Labrinth Featuring Emeli Sande,indie poptimism
David Nail,country
Portugal. The Man,rock
Diplo Presents Thomas Wesley Featuring Morgan Wallen,pop
Jazmine Sullivan,pop
Drake Featuring Young Thug,canadian hip hop
Astarte,black metal
Cólera,brazilian hardcore
Enrique Iglesias,pop
Alexandre Desplat,soundtrack
O.T. Genasis Featuring Young Dolph,rap
Natasha Bedingfield,pop
Grave Digger,metal
R3HAB,dance pop
Zedd Featuring Foxes,pop
Jessie J Featuring B.o.B,pop
The Game Featuring Drake,canadian hip hop
Future Featuring Lil Wayne,atl hip hop
Justin Bieber,pop
Ca$h Out,atl hip hop
Yo Gotti,rap
Grace Featuring G-Eazy,pop
Voia,kawaii future bass
Bonde do Tigrão,funk carioca
Cruel Force,black speed metal
Wonders of Nature,dungeon synth
Of Monsters And Men,folk-pop
New Boyz Featuring The Cataracs & Dev,dance pop
ScHoolboy Q Featuring Kendrick Lamar,rap
Ramshackle Glory,acoustic punk
7 H. Target,russian death metal
Cryptic One,abstract hip hop
Meek Mill Featuring Jeremih & PnB Rock,rap
Tyga Featuring Young Thug,dance pop
Post Malone Featuring SZA,rap
Lupe Fiasco Featuring Skylar Grey,rap
